Recipes_name,Ingredients,Recipes,Flavor,Difficulty,Estimated Cooking Time
Steamed Yellowfin with Money Grass,Yellowfin fish; Money grass; Soy sauce; Oyster sauce; Ginger,"Stuff fish with herbs, marinate, steam with sauce 10 min for herbal aroma.",Light & Herbal,Simple,20 min
Stuffed Flatbread & Red Bean Barley Drink,Flour; Yeast; Minced beef; Red beans; Barley; Seasonings,"Stuff dough with savory filling, pan-fry golden; serve with barley-red bean drink.",Hearty & Balanced,Medium,1 h
Beef with Garlic Chives,Beef; Chives; Chili; Garlic; Soy sauce; Starch; Oil,"Stir-fry marinated beef and chives with chili and garlic, season lightly.",Savory & Slightly Spicy,Simple,20 min
Vegetable Pork Buns,Flour; Pork belly; Bok choy; Chives; Ginger; Soy sauce; Oyster sauce,Steam stuffed buns with seasoned meat and greens until fluffy and aromatic.,Savory & Juicy,Medium,1 h
Kale Chips with Olive Oil,Kale; Olive oil; Salt; Sesame; Vinegar,"Toss kale in oil, salt, sesame, bake crisp at 180°C, lightly tangy and crunchy.",Healthy & Crisp,Simple,30 min
Garlic Steamed Abalone,Abalone; Garlic; Chili; Oyster sauce; Soy sauce; Lard,"Top abalone with minced garlic sauce, steam 10 minutes until fragrant.",Aromatic & Tender,Simple,15 min
Pork & Scallion Flower Rolls,Flour; Yeast; Pork; Scallion; Soy sauces; Oyster sauce,"Stuff dough with pork and scallion, twist into rolls, steam until fluffy.",Soft & Savory,Medium,45 min
Bean Sprout Carrot Stir-Fry,Bean sprouts; Carrot; Soy sauce; Vinegar; Salt; Oil,"Quick stir-fry carrot then sprouts, season with soy and vinegar, serve crisp.",Light & Tangy,Simple,10 min
Eggplant with Century Egg & Tomato,Eggplant; Tomato; Chili; Century egg; Garlic,"Steam ingredients, crush together, pour hot oil, mix with soy and sesame.",Sour & Umami,Medium,20 min
Celery with Tofu Sheets,Celery; Tofu sheets; Soy sauce; Oyster sauce; Seasonings,"Blanch, stir-fry celery and tofu with soy-oyster mix, finish with high heat.",Vegetarian & Savory,Simple,15 min
Chinese Savory Pancake,Flour; Oil; Soybean paste; Onion; Garlic; Sesame,"Make layered dough, pan-fry until crisp, brush on aromatic sesame bean sauce.",Crunchy & Flavorful,Medium,40 min
Black Pepper Beef & Mushrooms,Beef; Mushrooms; Garlic; Soy sauce; Black pepper; Pepper sauce; Oil,"Marinate beef, stir-fry with mushrooms and garlic, add pepper sauce, toss evenly.",Savory & Spicy,Simple,25 min
Honey Glazed Pork Jerky,Pork; Soy sauce; Sugar; Honey; Spices; Oyster sauce; Cooking wine,"Marinate minced pork, flatten on parchment, bake twice, brush with honey glaze.",Sweet & Chewy,Medium,50 min
Stir-Fried Cabbage,Cabbage; Garlic; Chili; Peppercorn; Soy sauce,"Stir-fry cabbage with garlic and chili on high heat, season with soy sauce and salt.",Fragrant & Crisp,Simple,10 min
Banana Pancakes,Banana; Egg; Flour; Milk; Sugar; Yeast,"Mash banana, mix batter with milk and yeast, rest 30 min, pan-fry until golden.",Sweet & Soft,Simple,25 min
Blackfish Soup,Blackfish; Ginger; Scallion; Cooking wine; Salt; White pepper,"Pan-fry fish with ginger, simmer twice with hot water for milky white broth.",Light & Nourishing,Medium,1 h
Chicken & Mushroom Stew (Low-Fat),Chicken drumsticks; Shiitake mushrooms; Ginger; Spices,Simmer chicken and mushrooms with spice sachet until tender and rich.,Healthy & Hearty,Medium,1 h
Soy-Marinated Eggs,Eggs; Onion; Garlic; Chili; Soy sauce; Vinegar; Sugar,"Boil eggs 3 min, peel, score, marinate overnight in soy-based sauce.",Savory & Aromatic,Simple,15 min
Triple Pepper Pork ,Pork; Tomato; Chili; Garlic; Ginger,"Stir-fry pork with chili and tomato, season with soy sauce and oyster sauce.",Spicy & Appetizing,Simple,20 min
Braised Pork Knuckle ,Pork knuckle; Soy sauce; Oyster sauce; Spices; Vinegar; Peanut,Braise pork knuckle with sauces and spices in rice cooker until tender.,Rich & Tender,Medium,1.5 h
Drunken Cold Crayfish,Crayfish; Soy sauce; Spices; Rock sugar; Huadiao wine,"Steam crayfish, soak in cooled spiced wine broth, chill before serving.",Aromatic & Umami,Medium,45 min
White Wine Chicken Stew,Chicken; Onion; Carrot; Celery; Butter; White wine; Herbs,"Braise chicken and vegetables in butter, add wine and herbs, bake until tender.",Western & Fragrant,Medium,1 h
Stir-Fried Eggplant with Green Peppers,Eggplant; Green pepper; Pork fat; Garlic; Soy sauce; Oyster sauce; Salt,"Fry pork fat until crisp, add eggplant to absorb oil, then stir-fry with peppers and sauce.",Savory & Fragrant,Simple,25 min
Walnut Steamed Egg,Walnut; Egg; Brown sugar; Ginger juice; Rice wine; Water,"Mix eggs with chopped walnuts, sugar, and ginger wine, steam until set.",Nutty & Sweet,Simple,20 min
Jianbing Guozi (Chinese Crepe),Flour; Egg; Corn flour; Lettuce; Scallion; Sweet sauce; Chili sauce,"Spread batter thin, crack egg, top with sauces, herbs, and crisp, fold and roll.",Crispy & Savory,Medium,30 min
Baked Mochi Balls,Glutinous rice flour; Milk; Sugar; Oil; Baking powder,"Mix dough, shape small balls, bake until golden, chewy and slightly crisp.",Sweet & Chewy,Simple,25 min
Seaweed Shrimp Ball Soup,Seaweed; Shrimp balls; Soft tofu; Egg; Garlic; Scallion,"Simmer seaweed and tofu in broth, add shrimp balls and egg ribbon, season lightly.",Light & Comforting,Simple,20 min
Choy Sum with Pork Cracklings,Choy sum; Pork fat; Garlic; Oyster sauce; Cooking wine,"Stir-fry greens with rendered pork oil, add wine and oyster sauce to season.",Aromatic & Umami,Simple,15 min
Stir-Fried Nian Gao with Garland Chrysanthemum,Rice cakes; Chrysanthemum greens; Egg; Onion; Soy sauce; Sugar,"Stir-fry egg, greens, and rice cakes with soy-sugar seasoning until soft and glossy.",Savory & Slightly Sweet,Medium,20 min
Dry-Fried Spicy Frog,Frog; Pickled chili; Ginger; Garlic; Chili; Peppercorn; Bean paste; Oil,"Deep-fry frog pieces, stir-fry with chili, ginger, and spices until dry and fragrant.",Spicy & Bold,Medium,30 min
Soft-Skin Mung Bean Cake,"Dough: all-purpose flour, baking powder, yeast, sugar, salt, corn oil, water; Filling: mung beans, sugar, condensed milk, milk powder, butter, cream","Step 1: Soak mung beans overnight, then boil for 1 minute to remove raw flavor. Steam for 1 hour until soft. Step 2: Mix dough ingredients, knead, rest 15 minutes, divide into 24 portions of about 22g each. Wrap with filling. Step 3: Preheat oven to 170°C (340°F). Bake 10 minutes, flip, then bake another 8 minutes until golden.",Sweet,Medium,30 mins
Potato & Carrot Breakfast Pancake,"Potato, carrot, egg, flour, salt, 13-spice powder","Step 1: Grate potato and carrot. Step 2: Add a little flour, one egg, and a small amount of water to form a thick batter. Step 3: Add salt and seasoning. Step 4: Heat oil, pour batter, flatten thinly. Step 5: Pan-fry both sides until golden.",Savory,Easy,15 mins
Fried Small Fish with Mulberry Leaves,"Small fish, flour, starch, baking powder, water, salt","Step 1: Clean fish and marinate with salt overnight. Step 2: Mix flour, starch, baking powder, and water into a yogurt-like batter. Step 3: Dry fish, coat in batter, deep-fry until golden, then fry again for crispiness.",Crispy,Medium,25 mins
Braised Hairtail Fish,"Hairtail fish, scallion, ginger, garlic, cooking wine, salt, peppercorns, star anise, bay leaves, chili, rock sugar, vinegar, ketchup, soy sauce (light & dark)","Step 1: Clean and cut fish into pieces, marinate with cooking wine and salt for 2 hours. Step 2: Fry until both sides are golden. Step 3: Mix sauce with sugar, vinegar, ketchup, soy sauce, and wine. Step 4: Stir-fry spices, pour in sauce and water to cover fish, simmer 10 minutes, reduce sauce.",Savory,Medium,40 mins
Boneless Pork Trotter Stew,"Pork trotters, matsutake mushrooms, garlic scapes, pickled garlic scapes, peppers, ginger, spices (anise, cinnamon, peppercorns), salt, rice wine","Step 1: Cut trotters, blanch with ginger and rice wine for 20 mins. Step 2: Debone while warm, cut into bite-size pieces, blanch again to remove odor. Step 3: Stir-fry vegetables and mushrooms with salt. Step 4: Add pork, season with sauces and water to half-cover ingredients. Step 5: Simmer slowly until flavorful and tender.",Rich & Savory,Hard,1 hr 30 mins
Pumpkin Chicken and Pickled Mustard Soup,"Pumpkin, pickled mustard, garlic, chicken leg, tofu, edamame, green pepper, salt","Step 1: Cut chicken and vegetables. Step 2: Sauté garlic, add chicken and stir-fry until slightly cooked. Step 3: Add pumpkin and edamame, stir-fry briefly. Step 4: Add water, bring to boil. Step 5: Add pickled mustard, tofu, and pepper. Simmer 3–5 minutes, season with salt.",Savory,Easy,25 mins
Beef Balls in Tomato Sauce,"Beef meatballs, tomato, cabbage, onion, garlic, dried chili, vinegar, salt, oil","Step 1: Boil and cut beef balls. Step 2: Cut vegetables and prepare garlic and chili. Step 3: Stir-fry garlic, chili, onion, and tomato. Add a little water, then beef balls. Step 4: Simmer until tomato softens, add cabbage, cook until tender, season with salt and vinegar.",Tangy & Savory,Easy,25 mins
Hawthorn Jelly,"Hawthorn, red dates, dried tangerine peel, sugar, agar powder","Step 1: Boil hawthorn, red dates, and tangerine peel until fragrant. Step 2: Mix 250ml liquid with agar powder and sugar, stir well. Step 3: Pour into molds, cool, and refrigerate until set. Step 4: Remaining broth can be sweetened and stored as a drink.",Sweet & Fruity,Easy,40 mins
Braised Pork Belly with Pickled Mustard and Bitter Melon,"Pork belly, bitter melon, pickled mustard, garlic, salt, vinegar, cooking wine, soy sauce, dark soy, sugar, oyster sauce","Step 1: Blanch pork, cut into chunks. Step 2: Cut bitter melon and mustard, smash garlic. Step 3: Fry pork with salt and vinegar, add garlic and sauces, stir-fry. Step 4: Add bitter melon and mustard, then water and oyster sauce. Step 5: Transfer to pressure cooker, cook until soft, then serve.",Savory & Slightly Bitter,Medium,1 hr
Soy Milk Tuscan Chicken (Low-Fat Version),"Chicken breast, onion, garlic, cherry tomatoes, spinach or greens, soy milk, miso, tomato paste, black pepper, oregano","Step 1: Cut chicken into large chunks, marinate with salt and pepper for 30 mins. Step 2: Sear chicken in butter until golden, remove. Step 3: Sauté onion and garlic, add tomatoes and paste, mix well. Step 4: Add chicken back, pour soy milk to cover, simmer until cooked. Step 5: Add vegetables, cook through, and serve.",Creamy & Savory,Medium,30 mins
Stir-Fried Chicken Cartilage with Double Peppers,"Chicken cartilage, green chili, red chili, celery, garlic, ginger, soy sauce, oyster sauce, pepper, sugar, chili powder, doubanjiang","Step 1: Clean and drain chicken cartilage. Marinate with cooking wine, soy sauce, salt, oyster sauce, pepper, and spice mix for 20 mins. Step 2: Fry cartilage over low heat until slightly crispy, remove and set aside. Step 3: In the same pan, stir-fry garlic, chili, and celery until fragrant. Add cartilage back with soy sauce, sugar, chili powder, doubanjiang, and oyster sauce. Stir evenly, sprinkle sesame seeds, and serve.",Spicy & Savory,Medium,25 mins
Garlic Mustard Squid,"Squid, garlic, scallion, ginger, soy sauce, oyster sauce, mustard","Step 1: Cut squid into rings. Step 2: Mix soy sauce, oyster sauce, and mustard in a 2:1:1 ratio. Step 3: Sauté ginger in hot oil, add squid and stir-fry 2 mins. Step 4: Add garlic, pour in sauce, stir-fry another 2 mins, sprinkle scallions, and serve.",Savory & Spicy,Easy,15 mins
Braised Osmanthus Fish,"Mandarin fish, ginger, perilla leaves, garlic, salt, sugar, soy sauce, lard, cooking oil, hot water","Step 1: Clean fish, pat dry, and cut shallow slits. Step 2: Heat oil and lard, pan-fry fish over medium heat until both sides are golden. Step 3: Add ginger, garlic, hot water to half-cover fish, season with salt, soy sauce, and sugar. Simmer until cooked, then add perilla leaves and reduce sauce slightly.",Savory & Aromatic,Medium,35 mins
Coconut Milk Chicken Hotpot,"Coconut, chicken, water, salt, lime, chili, oyster sauce, soy sauce, peanut oil, sand ginger, garlic","Step 1: Extract coconut water and cook coconut meat with water for 30 mins, then blend and strain to make coconut milk. Step 2: Mix coconut milk and coconut water together. Step 3: Bring to a simmer. Add chopped chicken pieces and cook 3 mins. Step 4: Make two dipping sauces: (1) lime juice, chili, oyster sauce, soy sauce, peanut oil; (2) minced sand ginger, garlic, soy sauce, oyster sauce, lime juice, and peanut oil. Step 5: Serve chicken hot with dipping sauces.",Rich & Fragrant,Hard,1 hr 20 mins
Clay Pot Chicken Rice,"Chicken, rice, nori strips, mushroom sauce, sesame seeds","Step 1: Cook chicken broth and rice separately. Step 2: Brush clay pot with oil, heat until hot, then add rice. Step 3: Place cooked chicken on top, drizzle a little chicken oil and mushroom sauce. Step 4: Cover and heat until a crust forms. Step 5: Sprinkle sesame seeds and nori strips. Stir well before serving.",Savory,Medium,30 mins
Crab Stick Scrambled Eggs,"Crab sticks, eggs, cornstarch, soy sauce, vinegar, tomato paste, oyster sauce, sugar","Step 1: Shred crab sticks. Step 2: Beat eggs with water, soak crab sticks 5 mins. Step 3: Mix sauce (1 tbsp starch, ½ tbsp sugar, 2 tbsp soy sauce, ½ tbsp vinegar, 1 tbsp tomato paste, 1 tbsp oyster sauce, ½ cup water). Step 4: Cook egg mixture over low heat, push edges inward until half-set, cover for 1 min. Step 5: Thicken sauce over high heat and pour over eggs.",Sweet & Savory,Easy,20 mins
Beef and Water Chestnut Meatballs with Pumpkin Potato Mash,"Ground beef, water chestnut, starch, salt, soy sauce, oyster sauce, pumpkin, potato, butter, milk, tomato, tomato paste, vinegar","Step 1: Mix beef, chopped chestnuts, starch, salt, soy sauce, and oyster sauce into balls (~24g each). Step 2: Steam pumpkin and potato, mash with butter, milk, and salt. Step 3: Fry meatballs, then cook diced tomatoes with paste and vinegar for sauce. Step 4: Serve meatballs over mash with tomato sauce on top.",Savory & Slightly Sweet,Medium,45 mins
Sea Vegetable Pancakes,"Seaweed, egg, flour, salt","Step 1: Wash seaweed thoroughly, remove shells or sand, chop finely. Step 2: Mix with egg, flour, and salt into a batter. Step 3: Pan-fry on medium heat until golden on both sides. Serve hot.",Fresh & Savory,Easy,15 mins
Stir-Fried Bok Choy with Lard,"Lard, bok choy, garlic, chili, oyster sauce","Step 1: Melt a spoon of lard in a pan. Add garlic and chili, stir until fragrant. Step 2: Add bok choy, stir-fry on high heat for 1 min. Step 3: Add oyster sauce, stir evenly for 20 seconds, and serve.",Light & Savory,Easy,10 mins
Foil-Pan Claypot Rice,"Glutinous rice, Chinese sausage, dried shiitake mushrooms, cabbage, egg, oil, sugar, soy sauce, oyster sauce, salt, sesame oil, water","Step 1: Rinse and soak rice for 30–40 minutes. Step 2: Mix sauce ingredients with water and set aside. Step 3: Soak mushrooms; use soaking water to cook the rice. Step 4: Cook rice covered on medium-low heat until water evaporates. Drizzle oil along the edge. Step 5: Add sliced sausage, mushroom, cabbage, and an egg on top. Step 6: Cover and cook until the egg is set, pour in sauce, and steam another 5 minutes. Step 7: Stir and serve with crispy golden rice crust.",Savory & Aromatic,Medium,40 mins
Shaomai (Sticky Rice Dumplings),"Flour, water, sticky rice, minced pork, shiitake mushrooms, wood ear mushrooms, carrot, corn, scallion","Step 1: Mix flour and water (2:1 ratio), knead and rest dough. Step 2: Cook sticky rice with slightly less water. Step 3: Dice all vegetables and soak mushrooms. Step 4: Fry minced pork, add aromatics, then add mushrooms, carrots, and corn. Step 5: Add soy sauces, oyster sauce, and sugar, stir well. Step 6: Mix in rice and chopped scallion. Step 7: Shape dough into wrappers, fill, and pinch open top. Step 8: Steam over cold water for 8 minutes.",Savory,Hard,1 hr
Steamed Beef with Rice Powder,"Lean beef, steamed meat powder, ginger, garlic, soy sauce, sugar, oyster sauce, salt, chili, doubanjiang, potato","Step 1: Slice beef and marinate with salt, soy sauce, oyster sauce, and sugar. Step 2: Add minced ginger and garlic, then stir in fried doubanjiang. Step 3: Mix with rice powder until coated. Step 4: Place potato chunks at the bottom of a bowl, top with beef, and steam until tender. Step 5: Garnish with scallion and chili.",Spicy & Savory,Medium,45 mins
Mashed Potato Luosifen,"Packaged Luosifen noodles, tomato, mashed potato, fish balls","Step 1: Cook noodles for 7 minutes; add tofu skin and fish balls at 5 minutes. Step 2: Prepare mashed potatoes by boiling and mashing. Step 3: In a pan, cook tomatoes without oil, add half the Luosifen seasoning, mix in noodles, tofu skin, and fish balls. Step 4: Add mashed potato, stir to combine, and serve.",Spicy & Sour,Easy,25 mins
Crab and Bacon Claypot Rice,"Red crab, bacon, dried shiitake, pork belly, Chinese sausage, rice, oyster sauce, soy sauce, salt, scallion","Step 1: Soak rice and mushrooms for 1 hour. Step 2: Clean and crack crab for flavor. Step 3: Slice sausage, ginger, and scallion. Step 4: Fry bacon until crisp, set aside. Step 5: Stir-fry pork belly and mushrooms, add aromatics. Step 6: Add sausage and bacon, season with soy sauce, oyster sauce, and salt. Step 7: Stir in soaked rice, add crab claws, and cook with water for 10 mins. Step 8: Add crab bodies and simmer another 8 mins until rice is cooked. Step 9: Garnish with scallion and mix before serving.",Umami & Savory,Hard,1 hr 10 mins
Seafood Satay Noodles,"Satay sauce, peanut-sesame paste, shrimp, clams, fish balls, noodles, lettuce, garlic, chili oil, soy sauce, milk powder, chicken powder, broth","Step 1: Sauté garlic and shrimp heads in oil. Step 2: Add satay sauce, peanut-sesame paste, and chili oil, stir well. Step 3: Pour in broth and milk powder, season with soy sauce, salt, and chicken powder. Step 4: Remove shrimp heads, add seafood and vegetables, cook through. Step 5: Cook noodles and blanch lettuce separately. Step 6: Combine noodles, seafood, and soup in a bowl and serve hot.",Rich & Spicy,Medium,35 mins
Corn and Pork Rib Soup,"Pork ribs, ginger, scallion, cooking wine, corn, carrot, salt, vinegar, white pepper, chicken powder","Step 1: Soak ribs in water to remove blood, then rinse. Step 2: In cold water, add ribs, ginger, scallion, and cooking wine, bring to boil and skim foam. Step 3: Drain and sauté ribs with oil, ginger, and scallion until fragrant. Step 4: Transfer ribs, corn, and aromatics into a pressure cooker, add hot water, cooking wine, and a few drops of vinegar. Cook 3–5 mins. Step 5: Add carrots and new scallions, cook 3–5 mins more. Step 6: Season with salt, white pepper, and chicken powder before serving.",Light & Savory,Medium,45 mins
